id,WKT
312,"621179.875225694 5304482.91112438 0.0,621067.476331428 5304483.47728413 0.0,"
313,"621067.476331428 5304483.47728413 0.0,621046.723318274 5304479.07272121 0.0,"
314,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
315,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
316,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
317,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
318,"620788.023130716 5304446.15779671 0.0,620762.802307079 5304448.65450852 0.0,"
319,"620762.802307079 5304448.65450852 0.0,620752.219159279 5304445.77576351 0.0,620750.598481883 5304443.87391244 0.0,"
320,"620750.598481883 5304443.87391244 0.0,620749.131835823 5304433.89193173 0.0,620752.668703851 5304428.57329702 0.0,"
321,"620752.668703851 5304428.57329702 0.0,620772.051964239 5304237.09086523 0.0,620725.412244117 5304156.03809182 0.0,"
322,"620725.412244117 5304156.03809182 0.0,620727.751134674 5304152.929264 0.0,"
323,"620727.751134674 5304152.929264 0.0,620756.158058499 5304099.36374962 0.0,"
324,"620756.158058499 5304099.36374962 0.0,620458.700192453 5303090.99620063 0.0,"
325,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
326,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
327,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
328,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
329,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
330,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
331,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
332,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
333,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
334,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
335,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
336,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
337,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
338,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
339,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
340,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
341,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
342,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
343,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
344,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
345,"621428.656788466 5304269.27526913 0.0,621449.807772402 5304362.88478541 0.0,"
346,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
347,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
348,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
349,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
350,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
351,"621301.01529988 5304459.68162518 0.0,621304.921273199 5304469.21468795 0.0,"
352,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
353,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
354,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
355,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
356,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
357,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
358,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
359,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
360,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
361,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
362,"621438.19575585 5304365.89835116 0.0,621449.807772402 5304362.88478541 0.0,"
363,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
364,"621453.544184444 5304373.00368502 0.0,621458.655325974 5304411.99375043 0.0,"
365,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
366,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
367,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
368,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
369,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
370,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
371,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
372,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
373,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
374,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
375,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
376,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
377,"622137.198886244 5305294.43767936 0.0,621943.63919894 5305632.48431056 0.0,"
378,"621943.63919894 5305632.48431056 0.0,621932.942490179 5305629.08942397 0.0,"
379,"621932.942490179 5305629.08942397 0.0,621740.097242012 5305545.80748422 0.0,"
380,"621740.097242012 5305545.80748422 0.0,621560.108651582 5305425.63263704 0.0,"
381,"621560.108651582 5305425.63263704 0.0,621389.829071077 5305402.44629418 0.0,"
382,"621389.829071077 5305402.44629418 0.0,621178.588286921 5305419.2109922 0.0,621130.998336695 5305698.46206257 0.0,"
383,"621130.998336695 5305698.46206257 0.0,621133.722639298 5305725.07101029 0.0,"
384,"621133.722639298 5305725.07101029 0.0,621159.511744583 5305791.42474361 0.0,621221.001370977 5305815.65417804 0.0,"
385,"621221.001370977 5305815.65417804 0.0,621518.439152649 5305984.64528254 0.0,"
386,"621518.439152649 5305984.64528254 0.0,621616.764129744 5306050.89476946 0.0,"
387,"621616.764129744 5306050.89476946 0.0,621623.297464866 5306055.60232263 0.0,"
388,"621623.297464866 5306055.60232263 0.0,621631.775159189 5306061.71848811 0.0,"
389,"621631.775159189 5306061.71848811 0.0,621638.253384616 5306065.84671616 0.0,"
390,"621638.253384616 5306065.84671616 0.0,621663.127222237 5306079.85828807 0.0,"
391,"621683.667993804 5306091.19901807 0.0,621663.127222237 5306079.85828807 0.0,"
392,"621695.485105005 5306097.45241545 0.0,621683.667993804 5306091.19901807 0.0,"
393,"621814.673003048 5306132.30097065 0.0,621695.485105005 5306097.45241545 0.0,"
394,"621814.673003048 5306132.30097065 0.0,622165.067484816 5305472.69636227 0.0,622260.199072755 5305425.38727819 0.0,"
395,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
396,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
397,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
398,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
399,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
400,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
401,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
402,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
403,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
404,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
405,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
406,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
407,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
408,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
409,"621458.655325974 5304411.99375043 0.0,621435.690841875 5304395.73307237 0.0,621419.261116454 5304397.36667922 0.0,"
410,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
411,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
412,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
413,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
414,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
415,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
416,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
417,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
418,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
419,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
420,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
421,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
422,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
423,"621224.336850288 5304441.07044198 0.0,621228.382678888 5304441.09979869 0.0,"
424,"621223.184338019 5304441.10183712 0.0,621224.336850288 5304441.07044198 0.0,"
425,"621200.650762689 5304445.26529745 0.0,621223.184338019 5304441.10183712 0.0,"
426,"621190.905833636 5304449.85294061 0.0,621200.650762689 5304445.26529745 0.0,"
427,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
428,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
429,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
430,"621179.875225694 5304482.91112438 0.0,621067.476331428 5304483.47728413 0.0,"
431,"621067.476331428 5304483.47728413 0.0,621046.723318274 5304479.07272121 0.0,"
432,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
433,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
434,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
435,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
436,"620788.023130716 5304446.15779671 0.0,620762.802307079 5304448.65450852 0.0,"
437,"620762.802307079 5304448.65450852 0.0,620752.219159279 5304445.77576351 0.0,620750.598481883 5304443.87391244 0.0,"
438,"620750.598481883 5304443.87391244 0.0,620749.131835823 5304433.89193173 0.0,620752.668703851 5304428.57329702 0.0,"
439,"620752.668703851 5304428.57329702 0.0,620772.051964239 5304237.09086523 0.0,620725.412244117 5304156.03809182 0.0,"
440,"620725.412244117 5304156.03809182 0.0,620727.751134674 5304152.929264 0.0,"
441,"620727.751134674 5304152.929264 0.0,620756.158058499 5304099.36374962 0.0,"
442,"620756.158058499 5304099.36374962 0.0,620458.700192453 5303090.99620063 0.0,"
443,"620416.15936388 5303934.23248692 0.0,620336.160242144 5303841.56903241 0.0,"
444,"620683.455886525 5304127.48638731 0.0,620416.15936388 5303934.23248692 0.0,"
445,"620725.412244117 5304156.03809182 0.0,620683.455886525 5304127.48638731 0.0,"
446,"620752.668703851 5304428.57329702 0.0,620772.051964239 5304237.09086523 0.0,620725.412244117 5304156.03809182 0.0,"
447,"620752.668703851 5304428.57329702 0.0,620763.777025496 5304426.37062585 0.0,620771.368814622 5304434.23474192 0.0,620771.610233871 5304439.49897478 0.0,"
448,"620771.610233871 5304439.49897478 0.0,620788.023130716 5304446.15779671 0.0,"
449,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
450,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
451,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
452,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
453,"621046.723318274 5304479.07272121 0.0,621067.971761649 5304476.97205524 0.0,"
454,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
455,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
456,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
457,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
458,"621222.607236576 5304458.61296902 0.0,621201.278943246 5304451.327118 0.0,"
459,"621224.931882585 5304458.68401676 0.0,621222.607236576 5304458.61296902 0.0,"
460,"621229.507345543 5304458.78008954 0.0,621224.931882585 5304458.68401676 0.0,"
461,"621251.074902215 5304458.58810952 0.0,621229.507345543 5304458.78008954 0.0,"
462,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
463,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
464,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
465,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
466,"621428.656788466 5304269.27526913 0.0,621449.807772402 5304362.88478541 0.0,"
467,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
468,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
469,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
470,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
471,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
472,"621301.01529988 5304459.68162518 0.0,621304.921273199 5304469.21468795 0.0,"
473,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
474,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
475,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
476,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
477,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
478,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
479,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
480,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
481,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
482,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
483,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
484,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
485,"621179.875225694 5304482.91112438 0.0,621067.476331428 5304483.47728413 0.0,"
486,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
487,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
488,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
489,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
490,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
491,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
492,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
493,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
494,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
495,"620809.264542528 5304917.23825113 0.0,620884.287704359 5305037.49087814 0.0,620882.457412081 5305049.89448516 0.0,"
496,"620608.804286559 5305651.77849402 0.0,620882.457412081 5305049.89448516 0.0,"
497,"620629.08959165 5305653.68125459 0.0,620608.804286559 5305651.77849402 0.0,"
498,"620629.08959165 5305653.68125459 0.0,620619.852130745 5305788.67046904 0.0,"
499,"620619.852130745 5305788.67046904 0.0,620615.231880799 5305892.73477435 0.0,620607.163422562 5305901.68355456 0.0,"
500,"620607.163422562 5305901.68355456 0.0,620552.650945341 5306127.92385884 0.0,"
501,"620552.650945341 5306127.92385884 0.0,620644.34560954 5306138.29052287 0.0,620764.250658007 5305946.1305667 0.0,"
502,"620764.250658007 5305946.1305667 0.0,620607.163422562 5305901.68355456 0.0,"
503,"620619.852130745 5305788.67046904 0.0,620615.231880799 5305892.73477435 0.0,620607.163422562 5305901.68355456 0.0,"
504,"620629.08959165 5305653.68125459 0.0,620619.852130745 5305788.67046904 0.0,"
505,"620629.08959165 5305653.68125459 0.0,620608.804286559 5305651.77849402 0.0,"
506,"620608.804286559 5305651.77849402 0.0,620483.093897748 5305603.35448832 0.0,"
507,"620483.093897748 5305603.35448832 0.0,620477.222669047 5305601.25278026 0.0,"
508,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
509,"620543.850954836 5305370.7062187 0.0,620438.678564924 5305337.25577578 0.0,"
510,"620438.678564924 5305337.25577578 0.0,620239.500456057 5305252.536526 0.0,620235.215925113 5305242.09571225 0.0,620239.792593863 5305232.05074388 0.0,620287.718554313 5305225.0438047 0.0,"
511,"620419.99453914 5305075.00781251 0.0,620336.206224155 5305020.70208136 0.0,"
512,"620383.071404139 5305127.76338274 0.0,620419.99453914 5305075.00781251 0.0,"
513,"620311.682415712 5305114.40012878 0.0,620383.071404139 5305127.76338274 0.0,"
514,"620439.788991157 5304493.98736492 0.0,620313.493402358 5304512.19059411 0.0,"
515,"620471.522583162 5304497.65151999 0.0,620439.788991157 5304493.98736492 0.0,"
516,"620570.007768494 5304491.75751193 0.0,620471.522583162 5304497.65151999 0.0,"
517,"620570.007768494 5304491.75751193 0.0,620743.959098473 5304448.04914095 0.0,"
518,"620743.959098473 5304448.04914095 0.0,620750.598481883 5304443.87391244 0.0,"
519,"620750.598481883 5304443.87391244 0.0,620749.131835823 5304433.89193173 0.0,620752.668703851 5304428.57329702 0.0,"
520,"620752.668703851 5304428.57329702 0.0,620763.777025496 5304426.37062585 0.0,620771.368814622 5304434.23474192 0.0,620771.610233871 5304439.49897478 0.0,"
521,"620771.610233871 5304439.49897478 0.0,620788.023130716 5304446.15779671 0.0,"
